symbol,date,open,high,low,close,volume,daily_price_change,price_range,price_direction,year,month,daily_return_pct,volatility,trend
HSY,03-01-2014,95.91,96.19,95.475,95.81,785800,-0.1,0.715,Bearish,2014,Jan,-0.104264415,0.715,Bearish
HUM,03-01-2014,102.86,103.04,101.58,101.76,1234442,-1.1,1.46,Bearish,2014,Jan,-1.069414738,1.46,Bearish
IBM,03-01-2014,185.83,187.35,185.3,186.64,4064095,0.81,2.05,Bullish,2014,Jan,0.435882258,2.05,Bullish
ICE,03-01-2014,44.92,45.392,44.894,45.176,4864220,0.256,0.498,Bullish,2014,Jan,0.569902048,0.498,Bullish
IDXX,03-01-2014,52.795,53.28,52.53,53.145,583722,0.35,0.75,Bullish,2014,Jan,0.662941566,0.75,Bullish
IFF,03-01-2014,85.79,86.17,85.536,85.92,390180,0.13,0.634,Bullish,2014,Jan,0.151532813,0.634,Bullish
ILMN,03-01-2014,109.13,109.87,106.791,108.61,1088203,-0.52,3.079,Bearish,2014,Jan,-0.476495922,3.079,Bearish
INCY,03-01-2014,51.23,52.23,50.56,51.99,960100,0.76,1.67,Bullish,2014,Jan,1.483505758,1.67,Bullish
INTC,03-01-2014,25.86,25.9,25.6,25.78,27803865,-0.08,0.3,Bearish,2014,Jan,-0.309358082,0.3,Bearish
INTU,03-01-2014,75.75,76.3775,75.53,75.8,998796,0.05,0.8475,Bullish,2014,Jan,0.066006601,0.8475,Bullish
IPG,03-01-2014,17.66,17.7,17.595,17.62,2434571,-0.04,0.105,Bearish,2014,Jan,-0.226500566,0.105,Bearish
IP,03-01-2014,48.8,48.94,48.47,48.62,2326284,-0.18,0.47,Bearish,2014,Jan,-0.368852459,0.47,Bearish
IQV,03-01-2014,45.94,46.54,45.66,46.29,261358,0.35,0.88,Bullish,2014,Jan,0.7618633,0.88,Bullish
IRM,03-01-2014,29.59,29.755,29.26,29.43,1073642,-0.16,0.495,Bearish,2014,Jan,-0.540723217,0.495,Bearish
IR,03-01-2014,61.17,61.64,61.04,61.32,1503040,0.15,0.6,Bullish,2014,Jan,0.245218244,0.6,Bullish
ISRG,03-01-2014,126.7832,127.5565,124.2465,124.4865,1034883,-2.2967,3.31,Bearish,2014,Jan,-1.811517614,3.31,Bearish
ITW,03-01-2014,83.21,84.12,83.15,83.74,1393270,0.53,0.97,Bullish,2014,Jan,0.636942675,0.97,Bullish
IT,03-01-2014,69.94,70.564,69.65,69.74,347647,-0.2,0.914,Bearish,2014,Jan,-0.285959394,0.914,Bearish
IVZ,03-01-2014,36.02,36.28,35.975,36.12,2036579,0.1,0.305,Bullish,2014,Jan,0.277623542,0.305,Bullish
JBHT,03-01-2014,76.87,77.43,76.6,77.29,527797,0.42,0.83,Bullish,2014,Jan,0.546377,0.83,Bullish
JCI,03-01-2014,42.5759,42.7958,42.1361,42.3455,2331366,-0.2304,0.6597,Bearish,2014,Jan,-0.541151215,0.6597,Bearish
JEC,03-01-2014,62.84,62.99,62.03,62.29,1265815,-0.55,0.96,Bearish,2014,Jan,-0.875238701,0.96,Bearish
JNJ,03-01-2014,91.29,92.22,91.26,91.85,5637762,0.56,0.96,Bullish,2014,Jan,0.613429729,0.96,Bullish
JNPR,03-01-2014,22.55,22.82,22.395,22.77,4879787,0.22,0.425,Bullish,2014,Jan,0.975609756,0.425,Bullish
JPM,03-01-2014,58.29,58.95,58.21,58.66,14220320,0.37,0.74,Bullish,2014,Jan,0.634757248,0.74,Bullish
JWN,03-01-2014,61.95,62.56,61.73,62.17,807026,0.22,0.83,Bullish,2014,Jan,0.355125101,0.83,Bullish
KEY,03-01-2014,13.32,13.44,13.26,13.32,5571091,0,0.18,Bearish,2014,Jan,0,0.18,Bearish
KIM,03-01-2014,19.73,20.04,19.73,19.94,3176019,0.21,0.31,Bullish,2014,Jan,1.064368981,0.31,Bullish
KLAC,03-01-2014,63.36,63.91,63.085,63.47,765993,0.11,0.825,Bullish,2014,Jan,0.173611111,0.825,Bullish
KMB,03-01-2014,104.31,104.92,103.95,104.35,1344238,0.04,0.97,Bullish,2014,Jan,0.038347234,0.97,Bullish
KMI,03-01-2014,35.91,36.11,35.75,35.97,2736435,0.06,0.36,Bullish,2014,Jan,0.167084378,0.36,Bullish
KMX,03-01-2014,46.84,46.91,46.11,46.44,1457796,-0.4,0.8,Bearish,2014,Jan,-0.853970965,0.8,Bearish
KORS,03-01-2014,82.42,83.5,82.41,82.51,1901747,0.09,1.09,Bullish,2014,Jan,0.109196797,1.09,Bullish
KO,03-01-2014,40.68,40.73,40.35,40.46,10403834,-0.22,0.38,Bearish,2014,Jan,-0.540806293,0.38,Bearish
KR,03-01-2014,19.7,19.7,19.525,19.55,5671380,-0.15,0.175,Bearish,2014,Jan,-0.76142132,0.175,Bearish
KSS,03-01-2014,56.91,57.14,56.64,56.86,1760136,-0.05,0.5,Bearish,2014,Jan,-0.087858021,0.5,Bearish
KSU,03-01-2014,120.28,121.71,119.3,119.77,592376,-0.51,2.41,Bearish,2014,Jan,-0.424010642,2.41,Bearish
K,03-01-2014,60.99,61.08,60.54,60.58,1413685,-0.41,0.54,Bearish,2014,Jan,-0.672241351,0.54,Bearish
LB,03-01-2014,61.63,62.25,61.35,61.48,798600,-0.15,0.9,Bearish,2014,Jan,-0.24338796,0.9,Bearish
LEG,03-01-2014,30.76,30.939,30.66,30.71,535508,-0.05,0.279,Bearish,2014,Jan,-0.162548765,0.279,Bearish
LEN,03-01-2014,38.7059,39.1569,38.0784,38.0882,3202049,-0.6177,1.0785,Bearish,2014,Jan,-1.595880731,1.0785,Bearish
LH,03-01-2014,90.34,91.85,90.32,90.77,546885,0.43,1.53,Bullish,2014,Jan,0.475979632,1.53,Bullish
LKQ,03-01-2014,32.48,32.6721,32.18,32.26,601601,-0.22,0.4921,Bearish,2014,Jan,-0.677339901,0.4921,Bearish
LLL,03-01-2014,105.13,105.851,105.026,105.38,369001,0.25,0.825,Bullish,2014,Jan,0.237800818,0.825,Bullish
LLY,03-01-2014,50.78,51.2,50.67,51.1,4006252,0.32,0.53,Bullish,2014,Jan,0.630169358,0.53,Bullish
LMT,03-01-2014,146.5,147.33,146.475,147.06,843422,0.56,0.855,Bullish,2014,Jan,0.38225256,0.855,Bullish
LNC,03-01-2014,50.64,51.16,50.58,50.8,2588320,0.16,0.58,Bullish,2014,Jan,0.315955766,0.58,Bullish
LNT,03-01-2014,25.465,25.5,25.21,25.345,894340,-0.12,0.29,Bearish,2014,Jan,-0.471235028,0.29,Bearish
LOW,03-01-2014,49.41,49.53,48.83,48.95,4257787,-0.46,0.7,Bearish,2014,Jan,-0.93098563,0.7,Bearish
LRCX,03-01-2014,54.03,54.28,53.65,53.94,891898,-0.09,0.63,Bearish,2014,Jan,-0.166574125,0.63,Bearish
LUK,03-01-2014,28.47,28.64,28.26,28.37,870233,-0.1,0.38,Bearish,2014,Jan,-0.351246927,0.38,Bearish
LUV,03-01-2014,18.95,19.51,18.95,19.42,8708777,0.47,0.56,Bullish,2014,Jan,2.480211082,0.56,Bullish
LYB,03-01-2014,78.95,79.13,78.33,78.71,1528547,-0.24,0.8,Bearish,2014,Jan,-0.303989867,0.8,Bearish
L,03-01-2014,47.38,47.57,47.21,47.26,624037,-0.12,0.36,Bearish,2014,Jan,-0.253271423,0.36,Bearish
MAA,03-01-2014,61.16,61.94,61.07,61.71,282093,0.55,0.87,Bullish,2014,Jan,0.899280576,0.87,Bullish
MAC,03-01-2014,58.24,58.995,58.15,58.69,1028822,0.45,0.845,Bullish,2014,Jan,0.772664835,0.845,Bullish
MAR,03-01-2014,49,49.17,48.64,48.65,1248205,-0.35,0.53,Bearish,2014,Jan,-0.714285714,0.53,Bearish
MAS,03-01-2014,22.77,23.2,22.71,23.16,3187798,0.39,0.49,Bullish,2014,Jan,1.712779974,0.49,Bullish
MAT,03-01-2014,47.37,47.5,46.66,46.87,3743516,-0.5,0.84,Bearish,2014,Jan,-1.055520372,0.84,Bearish
MA,03-01-2014,83.414,83.58,82.6,83.081,6439160,-0.333,0.98,Bearish,2014,Jan,-0.399213561,0.98,Bearish
MCD,03-01-2014,96.9,97.03,96.5,96.54,2966051,-0.36,0.53,Bearish,2014,Jan,-0.371517028,0.53,Bearish
MCHP,03-01-2014,44.33,44.65,44.19,44.54,1133118,0.21,0.46,Bullish,2014,Jan,0.473719829,0.46,Bullish
MCK,03-01-2014,160.25,162.1,160.1101,160.71,2156183,0.46,1.9899,Bullish,2014,Jan,0.287051482,1.9899,Bullish
MCO,03-01-2014,77.22,78.07,76.77,77.83,905469,0.61,1.3,Bullish,2014,Jan,0.78995079,1.3,Bullish
MDLZ,03-01-2014,34.78,35.01,34.63,34.75,5300668,-0.03,0.38,Bearish,2014,Jan,-0.086256469,0.38,Bearish
MDT,03-01-2014,58.2,58.495,57.705,58.34,12577592,0.14,0.79,Bullish,2014,Jan,0.240549828,0.79,Bullish
MET,03-01-2014,53.86,54.04,53.38,53.81,3682439,-0.05,0.66,Bearish,2014,Jan,-0.092833271,0.66,Bearish
MGM,03-01-2014,23.83,23.89,23.25,23.45,5955544,-0.38,0.64,Bearish,2014,Jan,-1.594628619,0.64,Bearish
MHK,03-01-2014,149.19,150.26,148.93,149.45,521291,0.26,1.33,Bullish,2014,Jan,0.174274415,1.33,Bullish
MKC,03-01-2014,68.5,68.82,68.33,68.55,348071,0.05,0.49,Bullish,2014,Jan,0.072992701,0.49,Bullish
MLM,03-01-2014,99.45,100.566,99.12,99.38,156247,-0.07,1.446,Bearish,2014,Jan,-0.070387129,1.446,Bearish
MMC,03-01-2014,47.7,48.06,47.61,47.85,1598391,0.15,0.45,Bullish,2014,Jan,0.314465409,0.45,Bullish
MMM,03-01-2014,138.37,138.8799,138.03,138.45,2133336,0.08,0.8499,Bullish,2014,Jan,0.057816001,0.8499,Bullish
MNST,03-01-2014,22.7666,22.7666,22.4166,22.5066,4854468,-0.26,0.35,Bearish,2014,Jan,-1.142023842,0.35,Bearish
MON,03-01-2014,115.98,116.8,115.034,116.35,1698950,0.37,1.766,Bullish,2014,Jan,0.319020521,1.766,Bullish
MOS,03-01-2014,47.13,47.21,46.79,46.83,1689503,-0.3,0.42,Bearish,2014,Jan,-0.636537237,0.42,Bearish
MO,03-01-2014,37.97,38.11,37.65,37.72,5361433,-0.25,0.46,Bearish,2014,Jan,-0.658414538,0.46,Bearish
MPC,03-01-2014,44.895,45.1249,43.89,44.13,4357374,-0.765,1.2349,Bearish,2014,Jan,-1.703975944,1.2349,Bearish
MRK,03-01-2014,49.49,50,49.46,49.73,6435094,0.24,0.54,Bullish,2014,Jan,0.484946454,0.54,Bullish
MRO,03-01-2014,34.85,35.04,34.43,34.52,3491899,-0.33,0.61,Bearish,2014,Jan,-0.946915352,0.61,Bearish
MSFT,03-01-2014,37.2,37.22,36.6,36.91,31134795,-0.29,0.62,Bearish,2014,Jan,-0.779569892,0.62,Bearish
MSI,03-01-2014,66.49,66.64,66.16,66.2,801587,-0.29,0.48,Bearish,2014,Jan,-0.436155813,0.48,Bearish
MS,03-01-2014,31.17,31.7,31.133,31.51,7811091,0.34,0.567,Bullish,2014,Jan,1.090792429,0.567,Bullish
MTB,03-01-2014,115.24,115.65,115.04,115.21,741591,-0.03,0.61,Bearish,2014,Jan,-0.026032628,0.61,Bearish
MTD,03-01-2014,241.17,243.88,239.03,242.71,149884,1.54,4.85,Bullish,2014,Jan,0.638553717,4.85,Bullish
MU,03-01-2014,21.2,21.43,20.9,20.97,34637031,-0.23,0.53,Bearish,2014,Jan,-1.08490566,0.53,Bearish
MYL,03-01-2014,42.4,42.92,42.35,42.72,1876910,0.32,0.57,Bullish,2014,Jan,0.754716981,0.57,Bullish
M,03-01-2014,53.36,54,53.32,53.54,2492194,0.18,0.68,Bullish,2014,Jan,0.337331334,0.68,Bullish
NBL,03-01-2014,66.76,67.302,65.87,66.14,1755197,-0.62,1.432,Bearish,2014,Jan,-0.92869982,1.432,Bearish
NCLH,03-01-2014,34.83,35.04,34.41,34.64,484741,-0.19,0.63,Bearish,2014,Jan,-0.545506747,0.63,Bearish
NDAQ,03-01-2014,39.29,39.98,39.29,39.78,1222295,0.49,0.69,Bullish,2014,Jan,1.247136676,0.69,Bullish
NEE,03-01-2014,84.26,84.74,83.97,84.36,1651597,0.1,0.77,Bullish,2014,Jan,0.118680275,0.77,Bullish
NEM,03-01-2014,24.17,24.285,23.88,23.92,10234947,-0.25,0.405,Bearish,2014,Jan,-1.034340091,0.405,Bearish
NFLX,03-01-2014,51.9999,52.4956,51.8428,51.8714,10818885,-0.1285,0.6528,Bearish,2014,Jan,-0.24711586,0.6528,Bearish
NFX,03-01-2014,24.37,24.7,24.195,24.39,1663029,0.02,0.505,Bullish,2014,Jan,0.082068117,0.505,Bullish
NI,03-01-2014,32.35,32.57,32.165,32.46,1745586,0.11,0.405,Bullish,2014,Jan,0.340030912,0.405,Bullish
NKE,03-01-2014,39.075,39.315,38.98,39.015,5596994,-0.06,0.335,Bearish,2014,Jan,-0.153550864,0.335,Bearish
NLSN,03-01-2014,45.22,45.52,45.22,45.35,1150409,0.13,0.3,Bullish,2014,Jan,0.287483414,0.3,Bullish
NOC,03-01-2014,113.23,114.46,113.23,113.58,1278925,0.35,1.23,Bullish,2014,Jan,0.309105361,1.23,Bullish
NOV,03-01-2014,79.05,79.84,78.74,78.75,1916517,-0.3,1.1,Bearish,2014,Jan,-0.379506641,1.1,Bearish
NRG,03-01-2014,28.58,28.85,28.58,28.66,2473410,0.08,0.27,Bullish,2014,Jan,0.279916025,0.27,Bullish
NSC,03-01-2014,91.8,92.53,91.135,91.37,1016145,-0.43,1.395,Bearish,2014,Jan,-0.468409586,1.395,Bearish
NTAP,03-01-2014,40.38,40.62,40.22,40.33,1475620,-0.05,0.4,Bearish,2014,Jan,-0.123823675,0.4,Bearish
NTRS,03-01-2014,61.2,61.6,60.986,61.3,873087,0.1,0.614,Bullish,2014,Jan,0.163398693,0.614,Bullish
NUE,03-01-2014,52.75,52.94,52.51,52.78,849045,0.03,0.43,Bullish,2014,Jan,0.056872038,0.43,Bullish
NVDA,03-01-2014,15.89,15.9201,15.62,15.67,6483288,-0.22,0.3001,Bearish,2014,Jan,-1.384518565,0.3001,Bearish
NWL,03-01-2014,32.18,32.525,32.1501,32.4,1786596,0.22,0.3749,Bullish,2014,Jan,0.683654444,0.3749,Bullish
NWSA,03-01-2014,17.93,18.01,17.78,17.82,2016620,-0.11,0.23,Bearish,2014,Jan,-0.613496933,0.23,Bearish
NWS,03-01-2014,17.95,17.95,17.62,17.73,431552,-0.22,0.33,Bearish,2014,Jan,-1.225626741,0.33,Bearish
OKE,03-01-2014,61.18,61.56,61,61.32,710023,0.14,0.56,Bullish,2014,Jan,0.228832952,0.56,Bullish
OMC,03-01-2014,73.78,74.2,73.2801,73.78,1079400,0,0.9199,Bearish,2014,Jan,0,0.9199,Bearish
ORCL,03-01-2014,37.65,37.86,37.56,37.62,11693898,-0.03,0.3,Bearish,2014,Jan,-0.079681275,0.3,Bearish
ORLY,03-01-2014,128.66,129.97,128.48,129.04,472932,0.38,1.49,Bullish,2014,Jan,0.295352091,1.49,Bullish
OXY,03-01-2014,93.91,94.2499,92.88,93.52,2848082,-0.39,1.3699,Bearish,2014,Jan,-0.415291236,1.3699,Bearish
O,03-01-2014,37.43,37.81,37.42,37.73,1230459,0.3,0.39,Bullish,2014,Jan,0.801496126,0.39,Bullish
PAYX,03-01-2014,45.23,45.51,45.0675,45.22,1808913,-0.01,0.4425,Bearish,2014,Jan,-0.02210922,0.4425,Bearish
PBCT,03-01-2014,15.04,15.08,14.98,15.06,2271393,0.02,0.1,Bullish,2014,Jan,0.132978723,0.1,Bullish
PCAR,03-01-2014,58.61,59.04,58.285,58.63,1076446,0.02,0.755,Bullish,2014,Jan,0.03412387,0.755,Bullish
PCG,03-01-2014,39.72,39.85,39.425,39.6,2824616,-0.12,0.425,Bearish,2014,Jan,-0.302114804,0.425,Bearish
PCLN,03-01-2014,1147,1152.69,1131.44,1132.68,624006,-14.32,21.25,Bearish,2014,Jan,-1.248474281,21.25,Bearish
PDCO,03-01-2014,40.94,41.46,40.83,41.33,672621,0.39,0.63,Bullish,2014,Jan,0.952613581,0.63,Bullish
PEG,03-01-2014,31.71,31.72,31.29,31.43,3898909,-0.28,0.43,Bearish,2014,Jan,-0.883002208,0.43,Bearish
PEP,03-01-2014,82.12,82.87,82.12,82.24,3288547,0.12,0.75,Bullish,2014,Jan,0.146127618,0.75,Bullish
PFE,03-01-2014,30.39,30.83,30.38,30.52,15036749,0.13,0.45,Bullish,2014,Jan,0.427772294,0.45,Bullish
PFG,03-01-2014,48.84,49.13,48.72,48.96,771002,0.12,0.41,Bullish,2014,Jan,0.245700246,0.41,Bullish
PGR,03-01-2014,26.7,26.77,26.23,26.34,3155794,-0.36,0.54,Bearish,2014,Jan,-1.348314607,0.54,Bearish
PG,03-01-2014,80.76,80.85,80.185,80.45,6925922,-0.31,0.665,Bearish,2014,Jan,-0.383853393,0.665,Bearish
PHM,03-01-2014,20.12,20.38,19.98,20.04,3716941,-0.08,0.4,Bearish,2014,Jan,-0.397614314,0.4,Bearish
PH,03-01-2014,127.55,128.46,126.94,127.25,683338,-0.3,1.52,Bearish,2014,Jan,-0.235201882,1.52,Bearish
PKG,03-01-2014,63.11,63.61,62.83,62.97,588075,-0.14,0.78,Bearish,2014,Jan,-0.221834891,0.78,Bearish
PKI,03-01-2014,41.14,41.6,41,41.21,802254,0.07,0.6,Bullish,2014,Jan,0.170150705,0.6,Bullish
PLD,03-01-2014,36.84,37.36,36.83,37.24,1840099,0.4,0.53,Bullish,2014,Jan,1.08577633,0.53,Bullish
PM,03-01-2014,86.25,86.5,85.51,85.53,3846961,-0.72,0.99,Bearish,2014,Jan,-0.834782609,0.99,Bearish
PNC,03-01-2014,76.81,77.23,76.67,76.96,1362219,0.15,0.56,Bullish,2014,Jan,0.195287072,0.56,Bullish
PNR,03-01-2014,76.88,77.57,76.57,76.63,939952,-0.25,1,Bearish,2014,Jan,-0.325182102,1,Bearish
PNW,03-01-2014,52.19,52.37,51.84,52.07,861273,-0.12,0.53,Bearish,2014,Jan,-0.229929105,0.53,Bearish
PPG,03-01-2014,94.7,95.05,94.44,94.705,814210,0.005,0.61,Bullish,2014,Jan,0.005279831,0.61,Bullish
PPL,03-01-2014,30.02,30.06,29.4,29.62,4209477,-0.4,0.66,Bearish,2014,Jan,-1.332445037,0.66,Bearish
PRGO,03-01-2014,152.99,154.38,152.61,154.23,712255,1.24,1.77,Bullish,2014,Jan,0.810510491,1.77,Bullish
PRU,03-01-2014,90.06,91.05,90,90.21,1660229,0.15,1.05,Bullish,2014,Jan,0.16655563,1.05,Bullish
PSA,03-01-2014,149.12,150.71,148.34,150.11,517915,0.99,2.37,Bullish,2014,Jan,0.66389485,2.37,Bullish
PSX,03-01-2014,76.36,76.99,76.15,76.29,1958161,-0.07,0.84,Bearish,2014,Jan,-0.091671032,0.84,Bearish
PVH,03-01-2014,136.59,138.94,136.45,137.62,616145,1.03,2.49,Bullish,2014,Jan,0.754081558,2.49,Bullish
PWR,03-01-2014,31.29,31.44,31.15,31.35,951927,0.06,0.29,Bullish,2014,Jan,0.191754554,0.29,Bullish
PXD,03-01-2014,176.32,178.33,173.9,176.05,1211011,-0.27,4.43,Bearish,2014,Jan,-0.153130672,4.43,Bearish
PX,03-01-2014,129.5,130,129.36,129.68,737579,0.18,0.64,Bullish,2014,Jan,0.138996139,0.64,Bullish
QCOM,03-01-2014,73.33,73.48,72.44,72.89,7970403,-0.44,1.04,Bearish,2014,Jan,-0.600027274,1.04,Bearish
RCL,03-01-2014,47.27,47.47,46.94,47.17,698437,-0.1,0.53,Bearish,2014,Jan,-0.211550666,0.53,Bearish
REGN,03-01-2014,274.52,276.825,271.205,271.75,392042,-2.77,5.62,Bearish,2014,Jan,-1.00903395,5.62,Bearish
REG,03-01-2014,45.93,46.935,45.93,46.79,845696,0.86,1.005,Bullish,2014,Jan,1.872414544,1.005,Bullish
RE,03-01-2014,151.09,151.76,150.455,151.05,316857,-0.04,1.305,Bearish,2014,Jan,-0.026474287,1.305,Bearish
RF,03-01-2014,9.92,9.96,9.83,9.87,6675157,-0.05,0.13,Bearish,2014,Jan,-0.504032258,0.13,Bearish
RHI,03-01-2014,41.56,41.99,41.375,41.55,903355,-0.01,0.615,Bearish,2014,Jan,-0.024061598,0.615,Bearish
RHT,03-01-2014,55.9,56.24,55.45,55.78,1103504,-0.12,0.79,Bearish,2014,Jan,-0.214669052,0.79,Bearish
RJF,03-01-2014,51.62,52.23,51.57,52.15,547183,0.53,0.66,Bullish,2014,Jan,1.026733824,0.66,Bullish
RL,03-01-2014,175.75,178.59,175.37,177.19,665931,1.44,3.22,Bullish,2014,Jan,0.819345661,3.22,Bullish
RMD,03-01-2014,46.85,47.5,46.585,46.75,958001,-0.1,0.915,Bearish,2014,Jan,-0.213447172,0.915,Bearish
ROK,03-01-2014,116.61,118.01,116.445,117.83,606627,1.22,1.565,Bullish,2014,Jan,1.046222451,1.565,Bullish
ROP,03-01-2014,138.05,139.03,137.56,138.23,357277,0.18,1.47,Bullish,2014,Jan,0.130387541,1.47,Bullish
ROST,03-01-2014,37.16,37.425,37.05,37.165,2202848,0.005,0.375,Bullish,2014,Jan,0.013455328,0.375,Bullish
RRC,03-01-2014,82,82.5,80.4,80.53,1812680,-1.47,2.1,Bearish,2014,Jan,-1.792682927,2.1,Bearish
RSG,03-01-2014,33.03,33.115,32.8,32.98,1363758,-0.05,0.315,Bearish,2014,Jan,-0.151377536,0.315,Bearish
RTN,03-01-2014,88.94,89.54,88.57,88.82,1287885,-0.12,0.97,Bearish,2014,Jan,-0.13492242,0.97,Bearish
SBAC,03-01-2014,88.4,88.99,87.775,87.81,524517,-0.59,1.215,Bearish,2014,Jan,-0.667420814,1.215,Bearish
SBUX,03-01-2014,38.74,38.885,38.47,38.475,6545626,-0.265,0.415,Bearish,2014,Jan,-0.684047496,0.415,Bearish
SCG,03-01-2014,46.06,46.2149,45.6438,45.96,813972,-0.1,0.5711,Bearish,2014,Jan,-0.21710812,0.5711,Bearish
SCHW,03-01-2014,25.84,26.04,25.7,25.9,3367733,0.06,0.34,Bullish,2014,Jan,0.232198142,0.34,Bullish
SEE,03-01-2014,33.7,33.87,33.5,33.67,946108,-0.03,0.37,Bearish,2014,Jan,-0.089020772,0.37,Bearish
SHW,03-01-2014,181.86,184.02,181.72,182.8,407228,0.94,2.3,Bullish,2014,Jan,0.516881117,2.3,Bullish
SIG,03-01-2014,78.93,79.8699,78.48,78.72,595469,-0.21,1.3899,Bearish,2014,Jan,-0.266058533,1.3899,Bearish
SJM,03-01-2014,102.05,102.324,101.37,101.51,620874,-0.54,0.954,Bearish,2014,Jan,-0.529152376,0.954,Bearish
SLB,03-01-2014,88.94,89.35,88.21,88.35,4212010,-0.59,1.14,Bearish,2014,Jan,-0.663368563,1.14,Bearish
SLG,03-01-2014,92.07,93.65,91.97,92.81,689966,0.74,1.68,Bullish,2014,Jan,0.803736288,1.68,Bullish
SNA,03-01-2014,108.73,109.29,108.47,108.76,155235,0.03,0.82,Bullish,2014,Jan,0.027591281,0.82,Bullish
SNI,03-01-2014,85.66,86.07,84.93,84.98,510617,-0.68,1.14,Bearish,2014,Jan,-0.793836096,1.14,Bearish
SNPS,03-01-2014,40.51,40.7,40.34,40.62,818415,0.11,0.36,Bullish,2014,Jan,0.271537892,0.36,Bullish
SO,03-01-2014,40.67,40.76,40.27,40.47,4198351,-0.2,0.49,Bearish,2014,Jan,-0.49176297,0.49,Bearish
SPGI,03-01-2014,77.83,77.875,76.96,77.54,946591,-0.29,0.915,Bearish,2014,Jan,-0.372606964,0.915,Bearish
SPG,03-01-2014,152.14,154.55,151.56,153.95,1143502,1.81,2.99,Bullish,2014,Jan,1.189693703,2.99,Bullish
SRCL,03-01-2014,115.06,115.66,113.98,115.05,516744,-0.01,1.68,Bearish,2014,Jan,-0.008691118,1.68,Bearish
SRE,03-01-2014,88.41,89.15,88.1101,88.8,1177189,0.39,1.0399,Bullish,2014,Jan,0.441126569,1.0399,Bullish
STI,03-01-2014,36.53,36.81,36.4,36.55,1922306,0.02,0.41,Bullish,2014,Jan,0.054749521,0.41,Bullish
STT,03-01-2014,73.17,74.99,73.17,74.7,2059539,1.53,1.82,Bullish,2014,Jan,2.09102091,1.82,Bullish
STX,03-01-2014,55.61,57.14,55.31,56.82,3049357,1.21,1.83,Bullish,2014,Jan,2.17586765,1.83,Bullish
STZ,03-01-2014,69.55,70.09,69.2,69.39,741699,-0.16,0.89,Bearish,2014,Jan,-0.230050324,0.89,Bearish
SWKS,03-01-2014,27.4,27.75,27.4,27.72,1974176,0.32,0.35,Bullish,2014,Jan,1.167883212,0.35,Bullish
SWK,03-01-2014,80.37,80.9,80.21,80.38,873988,0.01,0.69,Bullish,2014,Jan,0.012442454,0.69,Bullish
SYK,03-01-2014,74.02,75.18,74.02,74.84,719536,0.82,1.16,Bullish,2014,Jan,1.1078087,1.16,Bullish
SYMC,03-01-2014,23.42,23.4701,23.1,23.11,4815938,-0.31,0.3701,Bearish,2014,Jan,-1.323654996,0.3701,Bearish
SYY,03-01-2014,35.99,36.22,35.81,36.05,2851646,0.06,0.41,Bullish,2014,Jan,0.166712976,0.41,Bullish
TAP,03-01-2014,55.36,55.44,54.73,55.01,802581,-0.35,0.71,Bearish,2014,Jan,-0.632225434,0.71,Bearish
TDG,03-01-2014,159.65,162.07,159.4,160.91,192861,1.26,2.67,Bullish,2014,Jan,0.789226433,2.67,Bullish
TEL,03-01-2014,54.5,54.7,54.26,54.49,1160139,-0.01,0.44,Bearish,2014,Jan,-0.018348624,0.44,Bearish
TGT,03-01-2014,63.62,63.89,63.4,63.49,4589380,-0.13,0.49,Bearish,2014,Jan,-0.204338258,0.49,Bearish
TIF,03-01-2014,92.42,92.61,92,92.28,599622,-0.14,0.61,Bearish,2014,Jan,-0.151482363,0.61,Bearish
TJX,03-01-2014,63.26,64.1401,63.25,63.6,1651849,0.34,0.8901,Bullish,2014,Jan,0.537464433,0.8901,Bullish
TMK,03-01-2014,51.64,51.9,51.42,51.72,456534,0.08,0.48,Bullish,2014,Jan,0.154918668,0.48,Bullish
TMO,03-01-2014,109.96,110.48,109.67,110.05,1486448,0.09,0.81,Bullish,2014,Jan,0.081847945,0.81,Bullish
TPR,03-01-2014,56,56.72,55.82,56.24,2006070,0.24,0.9,Bullish,2014,Jan,0.428571429,0.9,Bullish
TRIP,03-01-2014,80.5,81.34,79.71,80.92,1284502,0.42,1.63,Bullish,2014,Jan,0.52173913,1.63,Bullish
TROW,03-01-2014,82.66,83.67,82.455,83.3,776894,0.64,1.215,Bullish,2014,Jan,0.774255988,1.215,Bullish
TRV,03-01-2014,89.3,89.665,88.88,89.16,1448583,-0.14,0.785,Bearish,2014,Jan,-0.156774916,0.785,Bearish
TSCO,03-01-2014,76.56,76.87,76.09,76.48,743727,-0.08,0.78,Bearish,2014,Jan,-0.104493208,0.78,Bearish
TSN,03-01-2014,33.28,33.665,33.03,33.42,1519196,0.14,0.635,Bullish,2014,Jan,0.420673077,0.635,Bullish
TSS,03-01-2014,32.91,32.99,32.67,32.85,679409,-0.06,0.32,Bearish,2014,Jan,-0.182315406,0.32,Bearish
TWX,03-01-2014,68.79,69.28,68.54,68.67,2507357,-0.12,0.74,Bearish,2014,Jan,-0.17444396,0.74,Bearish
TXN,03-01-2014,43.12,43.46,42.97,43.29,4693347,0.17,0.49,Bullish,2014,Jan,0.394248609,0.49,Bullish
TXT,03-01-2014,36.34,36.94,35.89,36.31,2379909,-0.03,1.05,Bearish,2014,Jan,-0.08255366,1.05,Bearish
